Name,X,Y,Z,,,,,,,,,,,
P,38.5036249077274,138.705019100732,94.7776656705798,,,,,,,,,,,
P,39.6336391202924,136.359309217625,68.070046329898,,,,,,,,,,,
P,116.306839193505,121.903580902178,96.5188229020085,,,,,,,,,,,
P,93.7465662503922,134.609950948341,47.7805963669881,,,,,,,,,,,
P,7.96647528083577,149.899750119611,0.252948415708,,,,,,,,,,,
P,103.59876130527,7.094301061035,121.548663978707,,,,,,,,,,,
P,131.877972504581,21.5549335477692,108.347936376229,,,,,,,,,,,
P,4.38038324741548,27.8174597961673,61.6343726253702,,,,,,,,,,,
P,112.001357004862,117.902001741711,67.7659137028815,,,,,,,,,,,
P,50.3215688834804,105.863574407505,102.632438422813,,,,,,,,,,,
P,95.8365589212179,22.0687570459527,82.994833331372,,,,,,,,,,,
P,6.52395685755077,31.1558910349072,99.4279552795378,,,,,,,,,,,
P,100.87042740743,58.0228272656427,98.927337724731,,,,,,,,,,,
P,132.794610651981,47.905022942028,75.6761603229437,,,,,,,,,,,
P,74.519552139828,54.8590002248316,88.9978628387891,,,,,,,,,,,
P,26.4543420289625,61.4837594782133,132.23660004746,,,,,,,,,,,
P,42.477567404643,13.3713803143854,93.5040983511813,,,,,,,,,,,
P,43.5761278976675,139.538649460016,13.1466773192535,,,,,,,,,,,
P,19.682089512795,25.8482727670094,42.7427125780459,,,,,,,,,,,
P,105.882797913276,62.8773416518818,76.7182425680364,,,,,,,,,,,
P,1.35627099062254,46.4005354551218,28.621152562397,,,,,,,,,,,
P,42.6219963408575,48.4904209999452,0.346807826111622,,,,,,,,,,,
P,64.0764326487914,110.594121326041,34.2670227385856,,,,,,,,,,,
P,64.7355394531329,60.0121742420448,13.5773937086712,,,,,,,,,,,
P,112.741943714972,1.14599535442615,108.360384887118,,,,,,,,,,,
P,79.8565882803149,74.8982421162329,30.2815812731735,,,,,,,,,,,
P,115.526744514809,3.47658362121507,80.666274614184,,,,,,,,,,,
P,64.4141483669801,9.18314638766594,24.0223278860002,,,,,,,,,,,
P,124.732979116107,27.8614669423663,124.597033411585,,,,,,,,,,,
P,118.273545471003,69.5567500232715,79.0482389467088,,,,,,,,,,,
P,66.8104754530241,83.8419803947434,18.247571567092,,,,,,,,,,,
P,41.3558442824214,26.4562758429878,91.1242196566262,,,,,,,,,,,
P,32.0969093238572,73.1791837139765,118.871417068221,,,,,,,,,,,
P,80.2151897641053,71.4802317297572,61.8270983760489,,,,,,,,,,,
P,26.6030463939315,29.2307537551154,36.398185595944,,,,,,,,,,,
P,79.1854846977863,68.5240025988486,100.616963198742,,,,,,,,,,,
P,124.699201019689,77.0860813341945,133.802874578108,,,,,,,,,,,
P,99.190885043158,122.587979580301,75.9545488248537,,,,,,,,,,,
P,110.068272564879,46.3580819391287,90.8729218819113,,,,,,,,,,,
P,55.9769166334375,33.775026851606,104.312719799259,,,,,,,,,,,
P,87.3243629651007,79.8751027866118,130.106218748455,,,,,,,,,,,
P,89.4215044891524,22.5185301317398,44.4043503861294,,,,,,,,,,,
P,32.094726332425,1.352524302581,73.2657377631974,,,,,,,,,,,
P,30.5674075389347,138.736449158202,69.7890776774436,,,,,,,,,,,
P,111.158474686351,132.613017238401,33.6038718041432,,,,,,,,,,,
P,20.6887489321623,118.622707560862,136.08406624503,,,,,,,,,,,
P,86.7193751606251,92.5278068244456,37.0753855237677,,,,,,,,,,,
P,67.4537911423497,69.2512573869486,82.943117771296,,,,,,,,,,,
P,83.7456375840237,145.371971301837,133.541841340962,,,,,,,,,,,
P,18.6385408456324,92.3406407674383,149.606981551448,,,,,,,,,,,
P,119.133929456289,129.239776029526,37.7967610862775,,,,,,,,,,,
P,69.121748449204,134.51662363744,56.8756843298583,,,,,,,,,,,
P,47.8267110275355,8.21558394855201,89.623643572775,,,,,,,,,,,
P,31.4005708789335,41.4451409754156,21.9095979391286,,,,,,,,,,,
P,35.5360375181774,110.530722891189,149.895741978384,,,,,,,,,,,
P,29.0869891634333,113.192833866708,48.8839583540084,,,,,,,,,,,
P,118.334767684585,127.236115194516,96.6040364828648,,,,,,,,,,,
P,148.50042370433,74.3735064941458,19.3704465452821,,,,,,,,,,,
P,78.6674900426634,23.0497800025072,127.570472923582,,,,,,,,,,,
P,8.67943695001924,83.1814621518021,86.5797105701736,,,,,,,,,,,
P,133.88095823675,29.8775387521865,95.5183365590097,,,,,,,,,,,
